,Unnamed: 0.1,Unnamed: 0,branch,product_details,amount,amount_mdl,maturity_months,ir,eir,grace_period,montly_payment,repayment_schedule,guarantees,amount_pledge,ages_of_borrower,social_status,background,urban/rural,type_client_new/repeated,date_disbursement,gender,economic_sector,oustanding_amount,client/credit_segment_retail_micro_sme,experience_in_business_years,other_debts_to_banks_non,annual_sales_volume_mdl,annual_profit_mdl,amount_of_loans_paid_monthly,debt_service_ratio_%,assets_according_to_bs_for,equity_according_to_bs_for,net_profit_acc_to_bs,days_in_arrears_acc_to,how_many_loans_acc_to,duration_of_credit_history_since,existence_of_debt_collection_files/criminal,assets_according_to_public_service,target,Currency,Interest Rate,Inflation Rate,Food Inflation,Consumer Price Index CPI,Balance of Trade,Wages,Unemployment Rate,Remittances,GDP Growth Rate,Current Account,GDP,Government Budget
536,536,536,balti,rapid_loan_75_001_150000_mdl,150000,150000,36,22.0,34.7664,0.0,6528.81,floating,guarantor,0.0,28,married,school,rural,new,2024-06-12,male,agriculture,150000,small,10.0,122862.9,615000.0,357100,13906.666666666666,0.47,0.0,0.0,0.0,0,3.0,64,0,941163.0,1,17.89716,17.89716,17.89716,17.89716,17.89716,17.89716,17.89716,17.89716,17.89716,17.89716,17.89716,17.89716,17.89716
537,537,537,drochia,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,34.4592,0.0,5619.57,fixed,guarantor,0.0,62,married,post_secondary,rural,new,2020-01-15,male,agriculture,0,micro,10.0,171000.0,221600.0,172600,8706,5,,,,0,1.0,50,0,0.0,1,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57
538,538,538,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,70000,70000,36,25.0,35.55,0.0,3082.24,floating,mixt,46800.0,34,married,lyceum,urban,repeated,2022-02-22,male,services,0,micro,,,,,,,,,,,,,,,1,17.442,17.442,17.442,17.442,17.442,17.442,17.442,17.442,17.442,17.442,17.442,17.442,17.442
539,539,539,soroca,rapid_loan_75_001_150000_mdl,150000,150000,12,22.0,40.9716,0.0,14903.83,fixed,guarantor,0.0,71,married,school,urban,repeated,2022-10-07,female,commerce,0,small,25.0,0.0,934620.0,380052,14914,47,,,,0,0.0,134,0,0.0,1,,,,,,,,,,,,,
540,540,540,edinet,rapid_loan_75_001_150000_mdl,150000,150000,33,23.0,33.4512,6.0,12860.9,floating,guarantor,0.0,50,single,post_secondary,rural,new,2024-02-01,female,agriculture,141333.67,small,10.0,0.0,630000.0,189096,7026,0.45,,,,31+,0.0,82_luni,0,,1,17.0635,17.0635,17.0635,17.0635,17.0635,17.0635,17.0635,17.0635,17.0635,17.0635,17.0635,17.0635,17.0635
541,541,541,edinet,rapid_loan_<=75_000_mdl,35000,35000,9,27.0,43.3836,3.0,10406.41,floating,guarantor,0.0,46,married,school,rural,repeated,2023-02-15,male,agriculture,0,micro,0.0,9520.0,550960.0,90068,3463,46,,,,0,1.0,5_luni,0,,1,16.9971,16.9971,16.9971,16.9971,16.9971,16.9971,16.9971,16.9971,16.9971,16.9971,16.9971,16.9971,16.9971
542,542,542,comrat,rapid_loan_75_001_150000_mdl,80000,80000,18,20.0,32.2332,0.0,12581.76,fixed,guarantor,0.0,24,single,higher,urban,new,2020-06-30,male,agriculture,0,micro,,,,,,,,,,,,,,,1,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9
543,543,543,balti,rapid_loan_75_001_150000_mdl,30000,30000,6,20.0,35.856,0.0,4982.12,fixed,guarantor,0.0,33,single,school,urban,repeated,2020-02-14,female,commerce,0,micro,7.0,25470.95,634404.0,153012,8810,0.69,,,,6,2.0,58,0,0.0,1,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
544,544,544,balti,rapid_loan_<=75_000_mdl,35000,35000,18,25.0,39.1188,0.0,2510.01,floating,guarantor,0.0,37,single,school,urban,repeated,2024-03-29,female,commerce,29755.65,micro,11.0,0.0,422400.0,43487,2573.42,0.71,,,,51,0.0,120,1,0.0,1,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69
545,545,545,soroca,rapid_loan_<=75_000_mdl,45000,45000,24,25.0,39.7788,0.0,2651.9,fixed,guarantor,0.0,44,married,higher,urban,repeated,2021-09-08,female,services,0,micro,10.0,4160.0,306084.0,149148,2653,21,,,,0,1.0,63,0,,1,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15
546,546,546,soroca,rapid_loan_<=75_000_mdl,10000,10000,12,25.0,44.2464,0.0,993.96,fixed,guarantor,0.0,58,married,school,urban,new,2017-12-28,male,industry,0,micro,10.0,0.0,,,950.44,,,,,,,,,,1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
547,547,547,edinet,rapid_loan_75_001_150000_mdl,80000,80000,24,20.0,33.1056,0.0,4440.82,fixed,guarantor,0.0,24,married,school,rural,new,2020-06-18,female,agriculture,0,micro,0.0,15688.0,183709.0,110862,4444,48,,,,0,0.0,0,0,,1,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08
548,548,548,orhei,rapid_loan_<=75_000_mdl,21000,21000,36,25.0,37.7592,0.0,948.66,floating,guarantor,0.0,23,single,post_secondary,urban,repeated,2023-10-30,female,commerce,18112.42,micro,0.4,84407.0,540000.0,159324,5007,0.37711832492279884,0.0,0.0,0.0,0,2.0,8,nu,0.0,1,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69
549,549,549,drochia,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,33.7164,0.0,5581.89,fixed,guarantor,0.0,42,married,school,rural,new,2021-05-27,male,agriculture,0,micro,5.0,122545.0,176004.0,10293,7246,70,,,,0,1.0,52,0,0.0,0,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98
550,550,550,cahul,rapid_loan_<=75_000_mdl,30000,30000,12,25.0,39.3156,2.0,3671.06,fixed,guarantor,0.0,47,married,post_secondary,rural,new,2022-04-21,male,agriculture,0,micro,15.0,0.0,19500.0,18700,3671,0.2,,,,0,0.0,120,0,0.0,1,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0
551,551,551,chisinau_str._puskin,rapid_loan_<=75_000_mdl,40000,40000,24,25.0,38.8512,0.0,2337.97,fixed,guarantor,0.0,60,single,higher,rural,repeated,2018-07-24,female,other,0,micro,,,,,,,,,,,,,,,1,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25
552,552,552,soroca,rapid_loan_75_001_150000_mdl,70000,70000,23,20.0,32.0028,0.0,4204.95,fixed,guarantor,0.0,31,single,school,rural,repeated,2019-11-08,male,agriculture,0,micro,6.0,44660.85,231200.0,165480,11317.91,,,,,3,2.0,21_luni,nu,,1,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
553,553,553,soroca,rapid_loan_75_001_150000_mdl,60000,60000,24,25.0,30.66,0.0,10798.08,floating,guarantor,0.0,63,married,school,rural,repeated,2021-10-05,male,agriculture,0,micro,15.0,0.0,272832.0,85232,3561,50,,,,6,0.0,53,0,,1,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.61,10.61
554,554,554,comrat,rapid_loan_<=75_000_mdl,30000,30000,12,27.0,43.1688,0.0,3013.05,floating,no_collateral,0.0,49,married,school,rural,new,2023-05-26,male,agriculture,0,micro,,,,,,,,,,,,,,,1,2370.25,2370.25,2370.25,2370.25,2370.25,2370.25,2370.25,2370.25,2370.25,2370.25,2370.25,2370.25,2370.25
555,555,555,balti,rapid_loan_<=75_000_mdl,30000,30000,24,25.0,39.6132,0.0,1765.33,fixed,guarantor,0.0,30,cohabitation,school,rural,repeated,2021-02-09,male,agriculture,0,micro,12.0,3350.0,170500.0,54300,2341,0.45,,,,24,1.0,73,0,0.0,1,-197.7,-197.7,-197.7,-197.7,-197.7,-197.7,-197.7,-197.7,-197.7,-197.7,-197.7,-197.7,-197.7
556,556,556,balti,rapid_loan_<=75_000_mdl,17000,17000,24,25.0,37.812,0.0,1172.45,fixed,guarantor,0.0,53,married,school,urban,repeated,2020-01-30,female,commerce,0,micro,24.0,51900.74,312000.0,32988,2174,0.79,,,,0,2.0,75,0,0.0,1,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28
557,557,557,balti,rapid_loan_<=75_000_mdl,55000,55000,36,28.0,40.2216,0.0,2560.3,floating,no_collateral,0.0,56,married,school,urban,repeated,2022-11-18,female,commerce,31655.86,micro,26.0,21231.87,312000.0,65352,3095.65,0.57,,,,12,2.0,103,0,0.0,1,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148,17.148
558,558,558,balti,rapid_loan_<=75_000_mdl,15000,15000,12,28.0,46.7652,0.0,1533.14,fixed,guarantor,0.0,39,cohabitation,school,rural,new,2022-11-10,male,agriculture,0,micro,4.0,6446.62,411900.0,113900,2652.59,0.2759,,,,4,2.0,0,0,0.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
559,559,559,balti,rapid_loan_<=75_000_mdl,20000,20000,12,24.0,41.1924,0.0,1989.34,floating,guarantor,0.0,40,cohabitation,school,rural,repeated,2024-06-20,male,agriculture,20000,micro,6.0,0.0,477000.0,104677,1992.4,0.2284,,,,9,0.0,30,0,0.0,1,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46,5.46
560,560,560,soroca,rapid_loan_<=75_000_mdl,20000,20000,24,25.0,40.3824,0.0,1184.91,fixed,guarantor,0.0,54,married,school,rural,new,2020-07-01,female,agriculture,0,micro,5.0,4618.0,23400.0,20850,1185,68,,,,31,1.0,8,0,0.0,1,2390.32,2390.32,2390.32,2390.32,2390.32,2390.32,2390.32,2390.32,2390.32,2390.32,2390.32,2390.32,2390.32
561,561,561,soroca,rapid_loan_75_001_150000_mdl,25000,25000,24,20.0,34.3368,0.0,1403.34,floating,guarantor,0.0,56,married,school,rural,repeated,2021-11-19,female,agriculture,0,micro,5.0,81091.0,45000.0,70163,4132,71,,,,0,3.0,29,0,,1,-269.2,-269.2,-269.2,-269.2,-269.2,-269.2,-269.2,-269.2,-269.2,-269.2,-269.2,-269.2,-269.2
562,562,562,comrat,rapid_loan_75_001_150000_mdl,25000,25000,17,25.0,38.7648,0.0,2667.46,floating,mixt,96000.0,49,married,lyceum,rural,repeated,2023-06-29,male,agriculture,0,micro,,,,,,,,,,,,,,,1,16.5293,16.5293,16.5293,16.5293,16.5293,16.5293,16.5293,16.5293,16.5293,16.5293,16.5293,16.5293,16.5293
563,563,563,soroca,rapid_loan_<=75_000_mdl,20000,20000,12,25.0,42.8064,0.0,2005.15,fixed,guarantor,0.0,42,married,school,rural,repeated,2019-04-17,male,agriculture,0,micro,9.0,30000.0,187000.0,97625,5013,63,,,,0,1.0,83,0,,1,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763
564,564,564,edinet,rapid_loan_<=75_000_mdl,26000,26000,11,25.0,35.4456,4.0,4572.07,fixed,guarantor,0.0,27,married,school,rural,new,2021-02-02,male,agriculture,0,micro,0.0,20000.0,344750.0,"168168,5",3587,26,,,,0,0.0,41_luni,0,,1,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78,17.78
565,565,565,edinet,rapid_loan_<=75_000_mdl,25000,25000,9,30.0,43.5924,4.0,6186.16,floating,guarantor,0.0,50,married,school,rural,repeated,2023-03-15,male,agriculture,0,micro,0.0,0.0,356000.0,55700,2578,56,,,,0,0.0,139_luni_,0,,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
566,566,566,soroca,rapid_loan_<=75_000_mdl,20000,20000,12,25.0,41.8116,0.0,1995.4,fixed,guarantor,0.0,38,married,school,rural,repeated,2019-04-23,male,agriculture,0,micro,8.0,0.0,158700.0,81630,1997,29,,,,1,0.0,21,0,,1,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
567,567,567,soroca,rapid_loan_<=75_000_mdl,20000,20000,12,25.0,44.166,0.0,2018.51,fixed,guarantor,0.0,40,married,school,urban,repeated,2021-03-26,male,agriculture,0,micro,10.0,52855.0,216000.0,156588,5951,46,,,,1,3.0,44,0,,1,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58
568,568,568,balti,rapid_loan_<=75_000_mdl,30000,30000,24,25.0,39.6864,0.0,1766.49,fixed,mixt,30000.0,24,single,school,urban,repeated,2019-07-25,male,commerce,0,micro,,,,,,,,,,,,,,,1,4051.82,4051.82,4051.82,4051.82,4051.82,4051.82,4051.82,4051.82,4051.82,4051.82,4051.82,4051.82,4051.82
569,569,569,balti,rapid_loan_<=75_000_mdl,50000,50000,24,25.0,39.5148,0.0,2939.69,fixed,guarantor,0.0,63,married,post_secondary,urban,repeated,2019-07-15,male,industry,0,micro,,,,,,,,,,,,,,,1,-372.3,-372.3,-372.3,-372.3,-372.3,-372.3,-372.3,-372.3,-372.3,-372.3,-372.3,-372.3,-372.3
570,570,570,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,80000,80000,24,20.0,34.0236,0.0,4064.09,fixed,guarantor,0.0,54,married,school,urban,repeated,2018-08-20,female,commerce,0,micro,,,,,,,,,,,,,,,1,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06,18.06
571,571,571,soroca,rapid_loan_<=75_000_mdl,50000,50000,24,25.0,38.1792,0.0,2905.07,floating,guarantor,0.0,37,married,higher,rural,new,2024-02-01,male,agriculture,41114.63,micro,10.0,17226.0,366000.0,178100,4211,0.28,,,,1,6.0,93_luni,nu,,1,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145,17.6145
572,572,572,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,32.892,0.0,6549.72,fixed,guarantor,0.0,58,married,school,rural,new,2019-10-16,male,commerce,0,micro,5.0,103503.0,608000.0,210200,12671.58,0.72,,,,4,2.0,67,0,0.0,1,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33,18.33
573,573,573,balti,rapid_loan_75_001_150000_mdl,55000,55000,24,20.0,34.0908,0.0,2779.57,fixed,guarantor,0.0,54,married,school,rural,repeated,2018-06-29,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355,17.355
574,574,574,balti,rapid_loan_75_001_150000_mdl,80000,80000,7,19.0,34.3704,3.0,22531.74,fixed,guarantor,0.0,28,married,lyceum,rural,new,2022-05-20,male,agriculture,0,micro,4.0,278993.0,1598560.0,643077,32985,62,,,,0,4.0,64,0,0.0,1,16.605,16.605,16.605,16.605,16.605,16.605,16.605,16.605,16.605,16.605,16.605,16.605,16.605
575,575,575,balti,rapid_loan_75_001_150000_mdl,95000,95000,24,20.0,32.5428,0.0,5437.38,fixed,guarantor,0.0,33,married,school,rural,new,2019-12-10,male,industry,0,micro,,,,,,,,,,,,,,,1,17.5748,17.5748,17.5748,17.5748,17.5748,17.5748,17.5748,17.5748,17.5748,17.5748,17.5748,17.5748,17.5748
576,576,576,balti,rapid_loan_75_001_150000_mdl,107000,107000,34,18.0,29.4144,6.0,8872.86,floating,guarantor,0.0,31,married,school,rural,repeated,2023-12-13,male,agriculture,100662.89,small,7.0,51801.23,586500.0,183250,7148.833333333333,0.47,0.0,0.0,0.0,0,2.0,43,0,0.0,1,17.495,17.495,17.495,17.495,17.495,17.495,17.495,17.495,17.495,17.495,17.495,17.495,17.495
577,577,577,edinet,rapid_loan_75_001_150000_mdl,40000,40000,24,20.0,30.4416,0.0,2772.11,fixed,guarantor,0.0,41,married,school,rural,repeated,2020-02-14,female,commerce,0,micro,7.0,132955.0,634800.0,171684,11487,80,,,,0,1.0,81_liuni,,,1,17.902,17.902,17.902,17.902,17.902,17.902,17.902,17.902,17.902,17.902,17.902,17.902,17.902
578,578,578,chisinau_str._puskin,rapid_loan_<=75_000_mdl,13000,13000,6,25.0,54.1176,0.0,2355.46,fixed,no_collateral,0.0,43,married,higher,urban,new,2018-08-08,female,services,0,micro,,,,,,,,,,,,,,,1,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14
579,579,579,edinet,rapid_loan_<=75_000_mdl,40000,40000,24,25.0,38.3112,0.0,2326.78,fixed,guarantor,0.0,59,married,school,rural,new,2019-12-13,male,agriculture,0,micro,10.0,32796.0,64037.0,40037,2329,"69,8",,,,0,1.0,3_luni,,,1,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42
580,580,580,chisinau_str._puskin,rapid_loan_<=75_000_mdl,30000,30000,12,25.0,43.6416,0.0,3020.03,fixed,guarantor,0.0,40,married,lyceum,urban,repeated,2021-04-13,male,industry,0,micro,,,,,,,,,,,,,,,1,17.6304,17.6304,17.6304,17.6304,17.6304,17.6304,17.6304,17.6304,17.6304,17.6304,17.6304,17.6304,17.6304
581,581,581,edinet,rapid_loan_75_001_150000_mdl,60000,60000,36,25.0,36.7716,0.0,2675.81,floating,guarantor,0.0,57,married,lyceum,urban,new,2022-07-13,male,commerce,28181.28,micro,4.0,187313.09,360000.0,159456,8626,0.65,,,,31+,3.0,135_luni,0,,1,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763,16.763
582,582,582,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,90000,90000,24,20.0,33.3108,0.0,5005.26,fixed,guarantor,0.0,59,married,higher,rural,new,2019-02-04,male,services,0,micro,,,,,,,,,,,,,,,1,16.8362,16.8362,16.8362,16.8362,16.8362,16.8362,16.8362,16.8362,16.8362,16.8362,16.8362,16.8362,16.8362
583,583,583,balti,rapid_loan_75_001_150000_mdl,130000,130000,35,23.0,33.8544,4.0,8569.76,floating,collateral,90000.0,55,married,school,rural,new,2024-01-19,male,agriculture,124992.78,small,15.0,58517.0,380701.0,154743,5742.25,0.45,0.0,0.0,0.0,0,1.0,13,0,21251.0,1,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
584,584,584,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,35.1492,0.0,4119.14,fixed,guarantor,0.0,32,married,higher,urban,repeated,2018-09-24,female,commerce,0,micro,,,,,,,,,,,,,,,1,19.2605,19.2605,19.2605,19.2605,19.2605,19.2605,19.2605,19.2605,19.2605,19.2605,19.2605,19.2605,19.2605
585,585,585,causeni,rapid_loan_75_001_150000_mdl,80000,80000,36,22.0,34.068,0.0,3451.61,floating,guarantor,0.0,60,married,school,rural,new,2022-12-20,female,commerce,46214.15,micro,20.0,0.0,2088000.0,115680,3463,36,,,,31,0.0,75,0,0.0,1,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35
586,586,586,balti,rapid_loan_75_001_150000_mdl,42000,42000,24,25.0,38.328,0.0,2443.49,floating,guarantor,0.0,43,married,school,urban,new,2022-05-31,male,services,0,micro,10.0,74883.48,19500.0,11950,4601.85,0.39,,,,5,3.0,18,0,0.0,1,17.8842,17.8842,17.8842,17.8842,17.8842,17.8842,17.8842,17.8842,17.8842,17.8842,17.8842,17.8842,17.8842
587,587,587,comrat,rapid_loan_75_001_150000_mdl,50000,50000,22,25.0,38.3676,0.0,3188.87,fixed,guarantor,0.0,36,married,post_secondary,rural,new,2018-02-05,male,agriculture,0,micro,,,,,,,,,,,,,,,1,16.702,16.702,16.702,16.702,16.702,16.702,16.702,16.702,16.702,16.702,16.702,16.702,16.702
588,588,588,soroca,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,33.2112,0.0,4359.63,fixed,guarantor,0.0,61,married,school,rural,new,2019-12-18,female,agriculture,0,micro,10.0,40788.0,103400.0,,,,,,,,3.0,83,0,,1,19.19,19.19,19.19,19.19,19.19,19.19,19.19,19.19,19.19,19.19,19.19,19.19,19.19
589,589,589,comrat,rapid_loan_75_001_150000_mdl,95000,95000,36,25.0,36.8088,0.0,4241.42,floating,guarantor,0.0,28,married,higher,rural,repeated,2023-08-29,female,commerce,74639.76,micro,,,,,,,,,,,,,,,1,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655,17.1655
590,590,590,orhei,rapid_loan_<=75_000_mdl,50000,50000,15,22.0,36.8952,4.0,5686.15,floating,guarantor,0.0,52,single,lyceum,rural,new,2022-07-29,male,agriculture,0,micro,12.0,83500.0,289800.0,142800,7982,0.6707563025210084,0.0,0.0,0.0,34,1.0,52,nu,0.0,1,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267
591,591,591,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,55000,55000,24,20.0,34.6308,0.0,3095.55,fixed,guarantor,0.0,39,married,lyceum,urban,new,2019-03-13,male,services,0,micro,,,,,,,,,,,,,,,1,17.235,17.235,17.235,17.235,17.235,17.235,17.235,17.235,17.235,17.235,17.235,17.235,17.235
592,592,592,chisinau_strcalea_iesilor,rapid_loan_75_001_150000_mdl,150000,150000,7,25.0,33.582,6.0,175600.66,floating,guarantor,0.0,47,married,higher,rural,repeated,2023-08-25,male,industry,0,small,4.0,0.0,66849.0,30366,25085.8,83,0.0,0.0,0.0,0,0.0,0,0,0.0,1,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.43
593,593,593,drochia,rapid_loan_<=75_000_mdl,25000,25000,18,25.0,41.4156,0.0,1821.7,floating,guarantor,0.0,30,married,school,rural,repeated,2022-05-31,male,agriculture,0,micro,5.0,120000.0,462000.0,345504,8219,29,,,,2,2.0,28,0,,1,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28,17.28
594,594,594,drochia,rapid_loan_<=75_000_mdl,35000,35000,24,25.0,39.0972,0.0,2050.19,floating,no_collateral,0.0,31,married,school,rural,repeated,2023-10-19,male,agriculture,25190.35,micro,7.0,60000.0,473604.0,173604,6927,48,,,,4,2.0,100,0,,1,16.748,16.748,16.748,16.748,16.748,16.748,16.748,16.748,16.748,16.748,16.748,16.748,16.748
595,595,595,chisinau_strcalea_iesilor,rapid_loan_75_001_150000_mdl,52000,52000,24,20.0,34.7976,0.0,2931.12,fixed,guarantor,0.0,30,married,school,rural,new,2021-07-09,female,agriculture,0,micro,12.0,233073.0,0.0,0,10249,0,0.0,0.0,0.0,0,3.0,2,0,0.0,1,17.908,17.908,17.908,17.908,17.908,17.908,17.908,17.908,17.908,17.908,17.908,17.908,17.908
596,596,596,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,18,20.0,35.37,0.0,6985.3,fixed,guarantor,0.0,34,married,higher,rural,new,2019-03-18,male,services,0,micro,,,,,,,,,,,,,,,1,17.227,17.227,17.227,17.227,17.227,17.227,17.227,17.227,17.227,17.227,17.227,17.227,17.227
597,597,597,balti,rapid_loan_<=75_000_mdl,20000,20000,18,25.0,41.172,0.0,1454.9,fixed,guarantor,0.0,34,married,post_secondary,urban,new,2018-03-13,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.1755,17.1755,17.1755,17.1755,17.1755,17.1755,17.1755,17.1755,17.1755,17.1755,17.1755,17.1755,17.1755
598,598,598,balti,rapid_loan_<=75_000_mdl,20000,20000,18,25.0,40.4268,0.0,1447.41,fixed,guarantor,0.0,36,married,post_secondary,urban,repeated,2020-12-16,female,commerce,0,micro,3.0,72974.59,374400.0,92950.68000000001,6019.25,0.78,0.0,0.0,0.0,28,6.0,45,0,0.0,1,17.365,17.365,17.365,17.365,17.365,17.365,17.365,17.365,17.365,17.365,17.365,17.365,17.365
599,599,599,balti,rapid_loan_75_001_150000_mdl,60000,60000,30,25.0,37.7988,0.0,3011.54,floating,guarantor,0.0,39,married,post_secondary,urban,repeated,2023-03-28,female,commerce,0,micro,6.0,75683.15,468000.0,129899.04000000001,8654,0.8,0.0,0.0,0.0,0,3.0,61,0,0.0,1,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05,19.05
600,600,600,chisinau_str._puskin,rapid_loan_<=75_000_mdl,20000,20000,24,25.0,38.6208,0.0,1166.59,fixed,guarantor,0.0,37,married,lyceum,urban,repeated,2019-03-28,male,services,0,micro,,,,,,,,,,,,,,,1,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985
601,601,601,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,30.6312,0.0,5954.8,fixed,guarantor,0.0,56,divorced,school,urban,new,2020-03-13,female,commerce,0,micro,10.0,149948.0,528000.0,164228.8,10245.94,0.74,,,,0,4.0,110,0,0.0,1,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12
602,602,602,balti,rapid_loan_75_001_150000_mdl,70000,70000,24,25.0,36.2484,0.0,4002.66,floating,guarantor,0.0,58,single,school,urban,new,2022-04-15,female,commerce,0,micro,10.0,0.0,1046928.0,245208,3931,0.19,0.0,0.0,0.0,181,0.0,87,0,,1,17.65876,17.65876,17.65876,17.65876,17.65876,17.65876,17.65876,17.65876,17.65876,17.65876,17.65876,17.65876,17.65876
603,603,603,edinet,rapid_loan_75_001_150000_mdl,100000,100000,24,23.0,34.1112,4.0,17793.35,floating,no_collateral,0.0,38,married,school,rural,new,2024-06-20,female,agriculture,100000,micro,0.0,83843.0,520880.0,200023,9363,56,,,,0,1.0,17,,,1,17.7499,17.7499,17.7499,17.7499,17.7499,17.7499,17.7499,17.7499,17.7499,17.7499,17.7499,17.7499,17.7499
604,604,604,soroca,rapid_loan_75_001_150000_mdl,80000,80000,36,22.0,34.7196,0.0,3479.97,floating,guarantor,0.0,31,married,lyceum,rural,new,2022-12-13,male,commerce,0,micro,4.0,350203.0,1830852.0,340884,15916,56,,,,0,4.0,46,0,,1,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35
605,605,605,chisinau_strcalea_iesilor,rapid_loan_75_001_150000_mdl,150000,150000,20,25.0,35.808,8.0,25715.4,floating,guarantor,0.0,40,married,higher,rural,new,2023-07-26,male,agriculture,0,small,6.0,0.0,1529028.0,895080,58408,78,1989556.0,592831.0,682734.0,0,0.0,0,0,0.0,1,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
606,606,606,soroca,rapid_loan_<=75_000_mdl,30000,30000,12,25.0,37.008,0.0,3228.16,fixed,guarantor,0.0,45,married,school,rural,new,2020-07-15,male,agriculture,0,micro,6.0,3471.0,81000.0,66924,3233,58,,,,0,2.0,2,1,,1,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7
