,Unnamed: 0.1,Unnamed: 0,branch,product_details,amount,amount_mdl,maturity_months,ir,eir,grace_period,montly_payment,repayment_schedule,guarantees,amount_pledge,ages_of_borrower,social_status,background,urban/rural,type_client_new/repeated,date_disbursement,gender,economic_sector,oustanding_amount,client/credit_segment_retail_micro_sme,experience_in_business_years,other_debts_to_banks_non,annual_sales_volume_mdl,annual_profit_mdl,amount_of_loans_paid_monthly,debt_service_ratio_%,assets_according_to_bs_for,equity_according_to_bs_for,net_profit_acc_to_bs,days_in_arrears_acc_to,how_many_loans_acc_to,duration_of_credit_history_since,existence_of_debt_collection_files/criminal,assets_according_to_public_service,target,Currency,Interest Rate,Inflation Rate,Food Inflation,Consumer Price Index CPI,Balance of Trade,Wages,Unemployment Rate,Remittances,GDP Growth Rate,Current Account,GDP,Government Budget
181,181,181,balti,rapid_loan_<=75_000_mdl,25000,25000,12,23.0,41.0388,0.0,2484.8,fixed,guarantor,0.0,39,married,higher,urban,repeated,2022-04-01,male,commerce,0,micro,20.0,14438.0,561600.0,94232.4,4897.9,0.62,,,,14,0.0,68,1,0.0,1,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564,17.564
182,182,182,cahul,rapid_loan_75_001_150000_mdl,55000,55000,24,20.0,34.2348,0.0,3084.51,fixed,guarantor,0.0,32,married,post_secondary,urban,new,2020-02-21,female,commerce,0,micro,5.0,31594.0,420000.0,108000,5437,0.6,,,,0,2.0,12,0,0.0,1,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279,17.3279
183,183,183,drochia,rapid_loan_75_001_150000_mdl,100000,100000,36,20.0,32.7564,0.0,4243.6,fixed,guarantor,0.0,45,single,school,urban,new,2021-07-15,male,services,0,micro,5.0,0.0,216000.0,121404,4246,42,,,,0,0.0,0,0,,1,17.995,17.995,17.995,17.995,17.995,17.995,17.995,17.995,17.995,17.995,17.995,17.995,17.995
184,184,184,balti,rapid_loan_<=75_000_mdl,35000,35000,12,24.0,42.3828,0.0,3501.73,fixed,guarantor,0.0,55,cohabitation,school,urban,repeated,2018-10-05,female,commerce,0,micro,10.0,2770.0,405600.0,62436,3491,0.67,0.0,0.0,0.0,2,1.0,84,0,0.0,1,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7
185,185,185,balti,rapid_loan_<=75_000_mdl,35000,35000,12,25.0,43.7652,0.0,3525.5,fixed,guarantor,0.0,56,cohabitation,school,urban,repeated,2019-10-03,female,commerce,0,micro,11.0,24940.92,421200.0,88248,5006,0.68,0.0,0.0,0.0,2,1.0,24,0,0.0,1,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712,18.6712
186,186,186,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,10,20.0,32.5296,0.0,11768,fixed,guarantor,0.0,27,married,lyceum,rural,new,2020-01-31,male,agriculture,0,micro,,,,,,,,,,,,,,,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
187,187,187,balti,rapid_loan_<=75_000_mdl,50000,50000,12,25.0,41.382,0.0,5029.56,fixed,guarantor,0.0,35,cohabitation,post_secondary,urban,repeated,2018-03-29,female,commerce,0,micro,1.0,0.0,459996.0,193704,5015,0.31,0.0,0.0,0.0,17,0.0,61,0,0.0,1,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25
188,188,188,comrat,rapid_loan_<=75_000_mdl,21000,21000,3,25.0,64.2468,0.0,7490.88,fixed,guarantor,0.0,29,married,post_secondary,rural,repeated,2021-04-06,male,agriculture,0,micro,,,,,,,,,,,,,,,1,17.1455,17.1455,17.1455,17.1455,17.1455,17.1455,17.1455,17.1455,17.1455,17.1455,17.1455,17.1455,17.1455
189,189,189,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,18,20.0,35.6832,0.0,6397.14,fixed,guarantor,0.0,49,married,school,rural,repeated,2019-02-13,male,agriculture,0,micro,,,,,,,,,,,,,,,1,17.487,17.487,17.487,17.487,17.487,17.487,17.487,17.487,17.487,17.487,17.487,17.487,17.487
190,190,190,chisinau_strcalea_iesilor,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,34.8036,0.0,5618.57,fixed,guarantor,0.0,32,married,higher,rural,new,2021-02-26,male,agriculture,0,micro,5.0,4872.0,1200000.0,293004,6012,51,0.0,0.0,0.0,0,1.0,2,0,0.0,1,17.062,17.062,17.062,17.062,17.062,17.062,17.062,17.062,17.062,17.062,17.062,17.062,17.062
191,191,191,comrat,rapid_loan_<=75_000_mdl,24000,24000,24,25.0,38.1324,0.0,1393.85,fixed,guarantor,0.0,56,married,higher,urban,repeated,2020-10-02,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4,17.4
192,192,192,causeni,rapid_loan_<=75_000_mdl,70000,70000,12,29.0,49.1232,0.0,7236.75,floating,guarantor,0.0,71,married,school,rural,new,2023-01-25,male,agriculture,0,micro,20.0,21112.0,394500.0,257300,7120,33,,,,0,1.0,104,0,0.0,1,17.5144,17.5144,17.5144,17.5144,17.5144,17.5144,17.5144,17.5144,17.5144,17.5144,17.5144,17.5144,17.5144
193,193,193,edinet,rapid_loan_75_001_150000_mdl,100000,100000,32,25.0,32.6232,8.0,12791.36,floating,guarantor,0.0,29,single,school,rural,new,2022-05-31,male,agriculture,35894.38,micro,0.0,429988.89,458240.0,24918,17326,70,,,,0,3.0,60,nu_,,1,18.45,18.45,18.45,18.45,18.45,18.45,18.45,18.45,18.45,18.45,18.45,18.45,18.45
194,194,194,soroca,rapid_loan_<=75_000_mdl,30000,30000,17,25.0,39.1764,0.0,4817.31,fixed,guarantor,0.0,43,married,school,rural,new,2020-07-22,male,agriculture,0,micro,20.0,652593.0,1699100.0,399100,11602,70,,,,0,4.0,65,0,,1,19.2105,19.2105,19.2105,19.2105,19.2105,19.2105,19.2105,19.2105,19.2105,19.2105,19.2105,19.2105,19.2105
195,195,195,balti,rapid_loan_75_001_150000_mdl,80000,80000,28,25.0,37.392,0.0,9593.7,floating,guarantor,0.0,29,single,lyceum,rural,new,2023-08-25,male,agriculture,50357.61,micro,5.0,156398.94,296250.0,121416,6882.19,0.68,,,,0,0.0,0,0,0.0,1,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828,17.0828
196,196,196,balti,rapid_loan_75_001_150000_mdl,100000,100000,22,20.0,31.926,5.0,9663.86,fixed,guarantor,0.0,57,married,school,rural,new,2020-12-10,male,agriculture,0,micro,10.0,483056.0,697500.0,482280,30107.833333333332,0.75,0.0,0.0,0.0,10,4.0,89,0,0.0,1,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72,17.72
197,197,197,balti,rapid_loan_75_001_150000_mdl,85000,85000,5,25.0,50.6088,0.0,18537.72,floating,guarantor,0.0,60,married,school,rural,repeated,2023-06-15,male,agriculture,0,micro,13.0,307062.77,1035500.0,484000,19215,0.48,0.0,0.0,0.0,2,3.0,68,0,0.0,1,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954,19.2954
198,198,198,balti,rapid_loan_75_001_150000_mdl,75000,75000,24,20.0,34.8696,0.0,4230.33,fixed,guarantor,0.0,28,cohabitation,school,rural,new,2021-01-27,male,agriculture,0,micro,11.0,109303.0,432375.0,306950,8482,0.33,,,,0,4.0,59,0,0.0,1,17.547,17.547,17.547,17.547,17.547,17.547,17.547,17.547,17.547,17.547,17.547,17.547,17.547
199,199,199,comrat,rapid_loan_<=75_000_mdl,50000,50000,18,25.0,41.3544,0.0,3641.86,fixed,guarantor,0.0,36,married,lyceum,urban,new,2019-08-07,male,commerce,0,micro,,,,,,,,,,,,,,,1,17.865,17.865,17.865,17.865,17.865,17.865,17.865,17.865,17.865,17.865,17.865,17.865,17.865
200,200,200,comrat,rapid_loan_<=75_000_mdl,40000,40000,24,25.0,38.7984,0.0,2336.88,fixed,collateral,150000.0,35,married,post_secondary,rural,new,2019-11-20,female,other,0,micro,,,,,,,,,,,,,,,1,19.0405,19.0405,19.0405,19.0405,19.0405,19.0405,19.0405,19.0405,19.0405,19.0405,19.0405,19.0405,19.0405
201,201,201,balti,rapid_loan_75_001_150000_mdl,100000,100000,12,20.0,29.3208,0.0,8716.06,fixed,guarantor,0.0,33,married,school,rural,repeated,2019-09-02,male,agriculture,0,micro,7.0,0.0,296500.0,192360,10365,0.65,,,,1,0.0,72,0,0.0,1,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9
202,202,202,comrat,rapid_loan_<=75_000_mdl,50000,50000,9,30.0,46.8216,0.0,6460.27,fixed,guarantor,0.0,41,married,school,urban,new,2023-03-29,male,agriculture,0,micro,,,,,,,,,,,,,,,1,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
203,203,203,chisinau_str._puskin,rapid_loan_<=75_000_mdl,18000,18000,6,20.0,42.5328,0.0,3264.55,fixed,guarantor,0.0,51,single,lyceum,urban,new,2022-01-20,male,commerce,0,micro,,,,,,,,,,,,,,,1,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69
204,204,204,causeni,rapid_loan_<=75_000_mdl,60000,60000,33,30.0,39.6036,6.0,5542.95,floating,guarantor,0.0,59,married,school,rural,new,2023-02-28,male,agriculture,42500.21,micro,20.0,0.0,275413.0,158163,2753,21,,,,0,0.0,82,0,0.0,1,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15
205,205,205,balti,rapid_loan_<=75_000_mdl,50000,50000,24,25.0,40.1676,0.0,2956.67,fixed,guarantor,0.0,36,cohabitation,school,rural,new,2020-03-10,female,agriculture,0,micro,10.0,153070.0,81000.0,79680,5656,0.071,,,,5,1.0,23,0,0.0,1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
206,206,206,balti,rapid_loan_75_001_150000_mdl,100000,100000,36,18.0,30.7752,0.0,4137.67,floating,guarantor,0.0,40,cohabitation,school,rural,repeated,2024-05-20,female,agriculture,97929.13,micro,14.0,133396.0,222000.0,188375,11009,0.7,,,,10,2.0,55,0,0.0,1,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08
207,207,207,soroca,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,34.9812,0.0,3952.24,fixed,guarantor,0.0,36,married,school,rural,repeated,2020-08-11,male,agriculture,0,micro,16.0,0.0,67500.0,77216,3928,0.61,,,,0,2.0,65_luni,nu,,1,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69
208,208,208,balti,rapid_loan_<=75_000_mdl,20000,20000,24,25.0,39.3132,0.0,1173.78,fixed,guarantor,0.0,55,married,school,rural,repeated,2022-08-19,male,agriculture,0,micro,10.0,0.0,60000.0,85550,1174,0.16,,,,0,0.0,36,0,0.0,1,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98
209,209,209,balti,rapid_loan_<=75_000_mdl,42000,42000,9,25.0,36.678,4.0,9998.63,fixed,guarantor,0.0,38,cohabitation,school,rural,repeated,2022-06-30,female,agriculture,0,micro,13.0,36006.22,846000.0,660670,8199.333333333334,0.15,0.0,0.0,0.0,1,3.0,34,0,0.0,1,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0
210,210,210,balti,rapid_loan_<=75_000_mdl,50000,50000,24,28.0,39.3984,3.0,5265.27,floating,guarantor,0.0,38,cohabitation,school,rural,repeated,2022-12-26,female,agriculture,22226.13,micro,13.0,49677.0,756000.0,517290,6862.083333333333,0.16,0.0,0.0,0.0,2,5.0,39,0,0.0,1,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25
211,211,211,balti,rapid_loan_75_001_150000_mdl,80000,80000,9,25.0,37.9608,4.0,19182.55,floating,guarantor,0.0,39,cohabitation,school,rural,repeated,2023-06-21,female,agriculture,0,micro,14.0,121741.0,756000.0,483070,17074.125,0.42,0.0,0.0,0.0,1,5.0,52,0,0.0,1,17.612,17.612,17.612,17.612,17.612,17.612,17.612,17.612,17.612,17.612,17.612,17.612,17.612
212,212,212,soroca,rapid_loan_75_001_150000_mdl,60000,60000,24,20.0,34.3884,0.0,3369.59,fixed,guarantor,0.0,36,married,school,rural,new,2020-06-19,male,commerce,0,micro,5.0,19021.0,,180276,5207,35,,,,0,1.0,0,0,,1,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42,17.42
213,213,213,drochia,rapid_loan_75_001_150000_mdl,90000,90000,36,25.0,35.7504,0.0,3967.1,floating,mixt,45000.0,23,married,school,rural,new,2022-05-17,male,services,33545.3,micro,4.0,73375.328,236508.0,74352,3872,62,,,,2,2.0,14,0,,0,17.192,17.192,17.192,17.192,17.192,17.192,17.192,17.192,17.192,17.192,17.192,17.192,17.192
214,214,214,soroca,rapid_loan_75_001_150000_mdl,100000,100000,36,25.0,37.17,0.0,4484.57,floating,guarantor,0.0,35,married,higher,urban,new,2023-07-25,female,other,0,micro,10.0,274013.0,336000.0,293760,12314,0.5,,,,0,4.0,56_luni,nu,,1,17.6565,17.6565,17.6565,17.6565,17.6565,17.6565,17.6565,17.6565,17.6565,17.6565,17.6565,17.6565,17.6565
215,215,215,drochia,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,34.632,0.0,5628.33,fixed,guarantor,0.0,42,cohabitation,school,rural,new,2020-07-10,female,agriculture,0,micro,6.0,47607.9011,158076.0,122172,6874,68,,,,0,2.0,7,0,,1,19.289,19.289,19.289,19.289,19.289,19.289,19.289,19.289,19.289,19.289,19.289,19.289,19.289
216,216,216,balti,rapid_loan_<=75_000_mdl,45000,45000,24,25.0,38.4612,0.0,2621.12,fixed,guarantor,0.0,62,divorced,post_secondary,rural,new,2019-07-25,male,agriculture,0,micro,,,,,,,,,,,,,,,1,17.7323,17.7323,17.7323,17.7323,17.7323,17.7323,17.7323,17.7323,17.7323,17.7323,17.7323,17.7323,17.7323
217,217,217,cahul,rapid_loan_75_001_150000_mdl,140000,140000,36,23.0,35.826,0.0,6174.66,floating,guarantor,0.0,63,married,school,rural,new,2023-10-11,male,agriculture,117288.32,small,10.0,43560.0,2398416.0,199212,7863,0.43,,,,0,1.0,144,0,150000.0,1,19.0865,19.0865,19.0865,19.0865,19.0865,19.0865,19.0865,19.0865,19.0865,19.0865,19.0865,19.0865,19.0865
218,218,218,balti,rapid_loan_<=75_000_mdl,30000,30000,24,24.0,35.7384,0.0,1785.67,fixed,guarantor,0.0,42,married,school,urban,repeated,2018-06-19,female,commerce,0,micro,6.0,10915.0,468000.0,51504,2212,0.52,0.0,0.0,0.0,4,1.0,11,0,0.0,1,18.4315,18.4315,18.4315,18.4315,18.4315,18.4315,18.4315,18.4315,18.4315,18.4315,18.4315,18.4315,18.4315
219,219,219,edinet,rapid_loan_75_001_150000_mdl,100000,100000,25,20.0,28.9656,0.0,17636.67,fixed,guarantor,0.0,64,single,school,rural,new,2020-11-26,female,agriculture,0,micro,0.0,82003.0,780000.0,36167,11512,32,,,,0,5.0,39,nu_,,1,17.894,17.894,17.894,17.894,17.894,17.894,17.894,17.894,17.894,17.894,17.894,17.894,17.894
220,220,220,comrat,rapid_loan_<=75_000_mdl,15000,15000,24,25.0,39.2856,0.0,829.39,fixed,guarantor,0.0,41,married,post_secondary,rural,new,2018-12-11,male,other,0,micro,,,,,,,,,,,,,,,1,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47
221,221,221,comrat,rapid_loan_75_001_150000_mdl,97000,97000,36,23.0,35.0952,0.0,4239.35,floating,guarantor,0.0,53,married,school,urban,repeated,2024-02-23,female,commerce,0,micro,,,,,,,,,,,,,,,1,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64,16.64
222,222,222,balti,rapid_loan_75_001_150000_mdl,100000,100000,36,25.0,36.3984,0.0,4441.04,floating,guarantor,0.0,56,single,post_secondary,rural,repeated,2022-06-22,female,agriculture,40859.72,micro,5.0,3942.36,85000.0,98616,4338,0.53,0.0,0.0,0.0,0,1.0,40,0,0.0,1,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267,16.8267
223,223,223,chisinau_strcalea_iesilor,rapid_loan_<=75_000_mdl,37000,37000,24,25.0,39.3564,0.0,2172.33,floating,guarantor,0.0,57,married,higher,urban,repeated,2022-08-10,female,services,3839.93,micro,10.0,51983.26,210000.0,123132,6040.31,59,0.0,0.0,0.0,0,3.0,5,0,0.0,1,16.404,16.404,16.404,16.404,16.404,16.404,16.404,16.404,16.404,16.404,16.404,16.404,16.404
224,224,224,soroca,rapid_loan_75_001_150000_mdl,95000,95000,24,20.0,34.8984,0.0,5359.79,fixed,guarantor,0.0,39,married,school,urban,new,2018-06-07,male,services,0,micro,1.0,0.0,255000.0,145956,5350,44,,,,0,0.0,0,0,0.0,1,18.731,18.731,18.731,18.731,18.731,18.731,18.731,18.731,18.731,18.731,18.731,18.731,18.731
225,225,225,balti,rapid_loan_75_001_150000_mdl,60000,60000,24,19.0,33.4812,0.0,3491.97,fixed,guarantor,0.0,51,married,school,urban,repeated,2019-05-30,female,commerce,0,micro,15.0,2700.04,468000.0,88848,3324,0.45,,,,0,1.0,71,0,0.0,1,16.885,16.885,16.885,16.885,16.885,16.885,16.885,16.885,16.885,16.885,16.885,16.885,16.885
226,226,226,balti,rapid_loan_<=75_000_mdl,60000,60000,24,20.0,34.278,0.0,3366.23,floating,guarantor,0.0,34,married,school,rural,repeated,2023-12-11,female,commerce,47161,micro,2.0,26372.0,1260000.0,373823.52,12251,0.393,,,,33,1.0,12,0,0.0,0,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993,17.7993
227,227,227,comrat,rapid_loan_75_001_150000_mdl,42000,42000,24,20.0,34.1016,0.0,2352.6,fixed,guarantor,0.0,46,married,post_secondary,urban,repeated,2018-07-17,female,commerce,0,micro,,,,,,,,,,,,,,,1,17.0755,17.0755,17.0755,17.0755,17.0755,17.0755,17.0755,17.0755,17.0755,17.0755,17.0755,17.0755,17.0755
228,228,228,balti,rapid_loan_75_001_150000_mdl,50000,50000,24,20.0,25.428,0.0,6685.27,fixed,guarantor,0.0,34,married,school,rural,new,2020-01-14,male,agriculture,0,micro,5.0,527805.0,440000.0,243990,14969,0.6,,,,0,3.0,57,0,0.0,1,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.24,19.24
229,229,229,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,70000,70000,18,20.0,35.04,0.0,4878.31,fixed,guarantor,0.0,29,single,lyceum,urban,repeated,2018-09-26,male,services,0,micro,,,,,,,,,,,,,,,1,17.7444,17.7444,17.7444,17.7444,17.7444,17.7444,17.7444,17.7444,17.7444,17.7444,17.7444,17.7444,17.7444
230,230,230,balti,rapid_loan_<=75_000_mdl,25000,25000,12,25.0,43.0356,0.0,2509.24,fixed,guarantor,0.0,51,married,higher,rural,repeated,2019-07-19,male,agriculture,0,micro,30.0,0.0,270000.0,114903,2511,0.26,,,,15,0.0,47,0,0.0,1,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805,19.1805
231,231,231,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,60000,60000,12,20.0,35.9844,3.0,6022.89,fixed,mixt,60000.0,37,married,school,rural,repeated,2021-01-22,male,industry,0,micro,,,,,,,,,,,,,,,1,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864,17.864
232,232,232,cahul,rapid_loan_75_001_150000_mdl,85000,85000,6,20.0,36.996,3.0,31814.65,fixed,guarantor,0.0,50,married,higher,urban,new,2021-06-11,male,agriculture,0,micro,24.0,168237.0,299131.0,280951,14357,0.56,,,,0,5.0,180,0,261600.0,1,18.6812,18.6812,18.6812,18.6812,18.6812,18.6812,18.6812,18.6812,18.6812,18.6812,18.6812,18.6812,18.6812
233,233,233,cahul,rapid_loan_75_001_150000_mdl,35000,35000,8,25.0,36.6036,4.0,10259.11,fixed,guarantor,0.0,51,married,higher,urban,repeated,2022-03-30,male,agriculture,0,micro,25.0,303518.0,170413.0,151013,24509,0.16,,,,0,6.0,192,0,261600.0,1,16.805,16.805,16.805,16.805,16.805,16.805,16.805,16.805,16.805,16.805,16.805,16.805,16.805
234,234,234,soroca,rapid_loan_<=75_000_mdl,8500,8500,7,25.0,44.6172,0.0,1352.41,fixed,guarantor,0.0,28,married,school,rural,new,2022-05-25,male,agriculture,0,micro,3.0,3388.0,113025.0,33194,788,29,,,,12,2.0,17,0,,1,18.741,18.741,18.741,18.741,18.741,18.741,18.741,18.741,18.741,18.741,18.741,18.741,18.741
235,235,235,soroca,rapid_loan_<=75_000_mdl,15000,15000,24,25.0,39.1032,0.0,878.69,floating,guarantor,0.0,30,married,school,rural,repeated,2023-10-12,male,agriculture,10795.58,micro,4.0,14137.0,300000.0,180050,2354,16,,,,12,1.0,29,0,,1,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488,16.488
236,236,236,ungheni,rapid_loan_75_001_150000_mdl,150000,150000,36,28.0,40.5684,0.0,7012.04,floating,guarantor,0.0,59,divorced,higher,rural,new,2023-02-17,male,agriculture,98605.3,small,10.0,279780.0,656004.0,203748,11792,69,,,,0,3.0,3,0,1.0,1,16.778,16.778,16.778,16.778,16.778,16.778,16.778,16.778,16.778,16.778,16.778,16.778,16.778
237,237,237,cahul,rapid_loan_75_001_150000_mdl,90000,90000,24,19.0,32.5044,0.0,4968.69,fixed,guarantor,0.0,58,married,school,rural,new,2021-04-01,female,agriculture,0,micro,5.0,40268.0,400000.0,150000,1411,0.11,,,,0,1.0,120,0,0.0,1,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22,18.22
238,238,238,balti,rapid_loan_75_001_150000_mdl,65000,65000,6,20.0,42.1668,0.0,11776.87,fixed,guarantor,0.0,43,married,school,urban,new,2018-10-12,male,services,0,micro,7.0,93553.0,625000.0,138900,7923,0.68,0.0,0.0,0.0,22,1.0,60,0,0.0,1,17.6465,17.6465,17.6465,17.6465,17.6465,17.6465,17.6465,17.6465,17.6465,17.6465,17.6465,17.6465,17.6465
239,239,239,chisinau_strcalea_iesilor,rapid_loan_75_001_150000_mdl,60000,60000,24,25.0,34.9356,0.0,3391.26,floating,guarantor,0.0,39,married,lyceum,rural,new,2022-01-28,male,services,0,micro,16.0,90187.0,531096.0,219132,8229,45,0.0,0.0,0.0,6,2.0,3,0,0.0,1,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91
240,240,240,soroca,rapid_loan_75_001_150000_mdl,55000,55000,36,20.0,32.604,0.0,2329.48,fixed,guarantor,0.0,37,married,school,rural,new,2021-04-22,male,agriculture,0,micro,5.0,64213.0,130000.0,113900,5029,53,,,,0,1.0,62,0,,1,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918,16.918
241,241,241,edinet,rapid_loan_<=75_000_mdl,30000,30000,24,25.0,39.9276,0.0,1770.26,fixed,guarantor,0.0,31,married,school,rural,new,2020-11-06,male,commerce,0,micro,0.0,88211.0,54000.0,2889,1771,61,,,,0,1.0,9,nu_,,1,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565,17.565
242,242,242,balti,rapid_loan_<=75_000_mdl,25000,25000,24,24.0,38.6724,0.0,1458.92,fixed,guarantor,0.0,57,single,school,rural,new,2021-04-15,female,agriculture,0,micro,20.0,3699.0,63620.0,57758.25,2460.02,0.51,,,,2,2.0,52,0,0.0,1,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
243,243,243,balti,rapid_loan_75_001_150000_mdl,83000,83000,24,20.0,35.4144,0.0,4704.56,fixed,guarantor,0.0,30,married,school,rural,new,2021-04-30,male,agriculture,0,micro,2.0,0.0,243000.0,95450,4704,0.59,,,,0,0.0,0,0,0.0,1,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52,11.52
244,244,244,soroca,rapid_loan_75_001_150000_mdl,55000,55000,18,20.0,36.036,0.0,3860,fixed,guarantor,0.0,54,married,school,rural,new,2021-11-10,male,agriculture,0,micro,10.0,12256.0,131800.0,99130,4405,53,,,,0,2.0,12,0,,1,2619.75,2619.75,2619.75,2619.75,2619.75,2619.75,2619.75,2619.75,2619.75,2619.75,2619.75,2619.75,2619.75
245,245,245,cahul,rapid_loan_<=75_000_mdl,50000,50000,6,27.0,50.3088,0.0,9261.99,floating,guarantor,0.0,44,married,post_secondary,rural,new,2023-04-21,male,agriculture,0,micro,6.0,264792.0,702150.0,574150,9960,0.46,,,409451.0,2,3.0,12,0,926000.0,1,-160.3,-160.3,-160.3,-160.3,-160.3,-160.3,-160.3,-160.3,-160.3,-160.3,-160.3,-160.3,-160.3
246,246,246,balti,rapid_loan_<=75_000_mdl,15000,15000,12,25.0,42.804,0.0,1503.84,fixed,guarantor,0.0,28,married,post_secondary,urban,new,2018-08-15,female,commerce,0,micro,3.0,0.0,720000.0,26844,1503,0.67,0.0,0.0,0.0,2,0.0,21,0,0.0,1,17.265,17.265,17.265,17.265,17.265,17.265,17.265,17.265,17.265,17.265,17.265,17.265,17.265
247,247,247,balti,rapid_loan_<=75_000_mdl,30000,30000,12,24.0,43.5876,0.0,3019.24,fixed,guarantor,0.0,31,married,post_secondary,urban,repeated,2021-11-09,female,commerce,0,micro,6.0,6965.16,990000.0,135264,3438,0.31,0.0,0.0,0.0,2,2.0,60,1,0.0,1,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413
248,248,248,soroca,rapid_loan_75_001_150000_mdl,60000,60000,24,20.0,33.2832,0.0,3336,fixed,guarantor,0.0,52,married,school,rural,new,2021-03-30,female,commerce,0,micro,5.0,11899.0,1012500.0,85656,4570,43,,,,0,2.0,39,0,,1,17.909,17.909,17.909,17.909,17.909,17.909,17.909,17.909,17.909,17.909,17.909,17.909,17.909
249,249,249,soroca,rapid_loan_75_001_150000_mdl,55000,55000,24,25.0,34.8624,0.0,3105.96,floating,guarantor,0.0,62,married,school,urban,new,2021-10-20,male,services,0,micro,15.0,119284.0,362880.0,177972,3382,46,,,,0,3.0,81,0,,1,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072
